AttractionType,CityName,Rating,Attraction
Nature & Wildlife Areas,Bermagui,0.5,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Kouklia,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,kent,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Glen Iris,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Wollongong,0.5,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Danville,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Luang Prabang,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Lake Arrowhead,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Kota Bharu,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Rockport,0.25,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Springdale,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Mozambique,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Yongin,0.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Granada,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Cape Cod,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Mendoza,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,New York,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Greater Kochi,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Northmead,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Bluff,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Bongaree,0.5,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,North Wonthaggi,0.5,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Kihei,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Wilton,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Charlottetown,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Holualoa,0.5,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Severna Park,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Duncan,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Soquel,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Auckland,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Rozelle,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,western australia/dunsbrough,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Cochrane,0.5,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Torquay,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Wauchope,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Siwa,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Borobudur,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Cooktown,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Oahu's North Shore,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Perth WA,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Umdloti,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Ellenbrook,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Laos,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Port Orchard,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Casablanca,0.5,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Howlong,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Khlong Luang,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Carnarvon,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Cuernavaca,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Saint Philip Parish,0.5,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,White River,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Navi Mumbai (New Mumbai),1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Lutz,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Ugapur,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Punta del Este,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Nizwa,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Cuernavaca,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Geelong,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,BoilerUpCalifornia,0.5,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Cambridge,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Tugun,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Destin,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,mission beach australia,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Ocean City,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Hawkesbury,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Corpus Christi,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Guayaquil,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Knysna,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,La Crescenta,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Millington,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Bandon,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Monument,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Deniliquin,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Yeosu,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Detroit,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Missoula,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Carbrook,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Soroako,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Bintan Island,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Chico,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Fort Myers,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Padbury,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,El Oro,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Newlands,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,California,0.5,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Everton Hills,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Helensvale,0.5,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Oberlin,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Coolgardie,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,PA,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Chicago,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Hudson,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Avondale,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Terrigal NSW,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,West New York,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Tay Ninh,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,St. John's,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Chandigarh,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Millsboro,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Hattiesburg,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Niagara-on-the-Lake,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Japan,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Ixtapa-Zihuatanejo-Guerrero,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Gulf of Papagayo,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Lilydale,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Yavne,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Ashville,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Tallebudgera,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Bonnells Bay,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Charlevoix,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Quebec City,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Fort Mill,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Jambi,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Bandar Lampung,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Elizabeth,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Nong Prue,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Palm Desert,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Port Phillip,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Illawong Sydney australia,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Mindarie,0.5,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,SLC,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Bexley,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,North Ogden,0.5,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,BKK,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Jebel Ali,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Bukittinggi,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Grunthal,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Paw Paw,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Monterrey,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Shoalhaven Heads,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Kingswood,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,South Sumatra,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Newton,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Bonita Springs,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,South Slocan,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Windhoek,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Sedgefield,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Ellicott City,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Saint Joseph,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Walnut Creek,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Centreville,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Rasht,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Bloubergstrand,0.5,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,New Providence,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Patna,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Severna Park,0.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Redding,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Katoomba,0.5,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Manaus,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Maida Vale,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Havana,0.5,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Moore,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Bangkokstaymonth=7,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Gurnee,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Roswell,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Whittier,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Inverloch,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Eumundi,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,West Linn,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Falcon,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Capalaba,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Sandringham,0.5,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Perrysburg,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Charleston,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Margakaya,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,vancouverr,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Beachlands,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Coral Gables,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Dunn Loring,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,East Palo Alto,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Kurunjang,0.5,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Creswick,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Bend,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Bear,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Jarrahdale,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Bamberg,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,New Germany,0.5,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Sumatra,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Lima,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Dunedin,0.5,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Avondale,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Boston,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Kalispell,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Brampton,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Perth Aust,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Durban,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Hughesdale,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Sewon,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Central Kalimantan,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Tongaat,0.5,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Hills of Galilee,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Palm Bay,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Halong Bay,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Quakers Hill,0.5,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Akron,0.5,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Forrest,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Ambarawa,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Rocky Mountain House,0.5,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Kaukapakapa,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Sweers Island,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Sims,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Poulsbo,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Cape Cleveland,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Irving,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Sainte-Marie,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Hortonville,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Shilin,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Trinidad,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Sinop,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Latrobe,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Waikiki,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Tahoe City,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Galveston Texas,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Kuranda,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Panama,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Hull,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Brazil,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Ketewel,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Phuket Town,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Suan Phueng,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Gianyar Regency,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Mildura,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Barrington,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Chinchilla,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,ararat,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,oregon,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Sunshine Beach,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Jerrabomberra,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,England,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Melbourne Vic,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Secunderabad,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Katoomba,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Huntington Beach,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,UKSingapore,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Malibu,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Unley,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Brisbane,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Wilton,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Palo Alto,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Dalby,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Gladstone,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Denman,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Tepoztlan,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Sacramento,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Yangon (Rangoon),1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Mount Waverley,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Montague,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Templestowe Lower,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Atlantic City,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Primrose Sands,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,vishakapatnam,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Yarra,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Greenock,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Paraburdoo,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Binalong Bay,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Michigan City,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Yangebup,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Kerobokan Kelod,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Lansdowne,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Kuna,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Vic,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Surat,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Grahamstown,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Buriram,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Jax,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Al Jubail,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Heathrow,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Halibut Cove,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Somerset West,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Flic En Flac,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Memphis,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Sydney Olympic Park,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Hang Dong,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Surrey,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Yarrawonga,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Dar es Salaam,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Newfield,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Pretoria South Africa,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Toowoomba Queensland,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Ko Chang,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Burlington,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Ulverstone,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Rockwood Ontario,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Chloraka,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Pietermaritzburg,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Pasay,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Holland,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Ghaziabad,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Woonona,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Aberdeen,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Sri Lanka,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Varca,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Glenwood Springs,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Jurong East,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Muzaffarnagar,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Matteson,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Woolwich,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Sandy Bay,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Ingham,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Carnegie,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Jamnagar,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Hornbrook,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Muscat,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Auburn,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Darwin,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Colombo,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Sandringham,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Owen Sound,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Goodyear,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Lilydale,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Hornbrook,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Chiang Mai Province,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Subang Jaya,0.5,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Al Ain,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Mermaid Beach,0.5,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Nuvem,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Woodside,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Rai,0.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Pimpama,0.5,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Thunder Bay,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Armadale,0.25,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Ormond,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Bunbury,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Forde,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Kuwait City,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Woodvale,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Blackburn,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,St. Augustine,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Seisia,0.5,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Tarrawanna,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Sumner,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Blackwater,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Kalamunda,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Pingelly,0.75,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Valparaiso,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Forrest,1.0,Sacred Monkey Forest Sanctuary
Nature & Wildlife Areas,Pangasinan Province,1.0,Sacred Monkey Forest Sanctuary
